1girl,單個女孩
little_busters!_school_uniform,校服（Little Busters!）
finger_in_own_mouth,手指在自己嘴裡
cafe,咖啡館
dove,鴿子
footprints,足跡
fried_egg,煎蛋
millipen_(medium),細線筆（工具）
when_you_see_it,當你看見它
blood_stain,血跡
school_hat,校帽
gown,長禮服
sweater_around_waist,腰間系毛衣
ofuda_on_clothes,護符在衣服上
monsterification,怪物化
wooden_bucket,木桶
sparks,火花
red_armor,紅色盔甲
sleeping_on_person,靠著別人睡覺
hand_on_another's_ass,手放在別人的臀部
lace_bra,蕾絲胸罩
fanbox_username,fanbox用戶名
tactical_clothes,戰術服裝
licking_nipple,舔乳頭
video_camera,攝像機
tall_female,高個子女性
taiyaki,鯛魚燒
trumpet,小號
turtle,烏龜
toast,吐司
crepe,薄餅
impossible_dress,不可能的連衣裙
standing_on_liquid,站在液體上
hikarizaka_private_high_school_uniform,光阪私立高中校服
hands_on_headwear,雙手放在頭飾上
sweet_potato,甘薯
bisexual_female,雙性戀女性
u_u,u_u
single_vertical_stripe,單一豎條紋
keychain,鑰匙鏈
spiked_armlet,帶刺臂環
holding_whip,拿鞭子
traditional_youkai,傳統妖怪
millennium_cheerleader_outfit_(blue_archive),千禧啦啦隊服（藍色檔案）
see-through_leotard,透明緊身衣
green_neckerchief,綠色圍巾
milk_carton,牛奶盒
industrial_pipe,工業管道
adjusting_gloves,調整手套
o-ring_thigh_strap,O形環大腿帶
baseball,棒球
tanuki,狸
comb,梳子
cheek_pinching,捏臉頰
pocky_day,百奇節
frilled_socks,荷葉邊襪子
spinning,旋轉
hands_on_own_thighs,手放在大腿上
wind_chime,風鈴
cone_horns,錐形角
swim_briefs,泳褲
leotard_pull,瑜伽服拉扯
grey_necktie,灰色領帶
alarm_clock,鬧鐘
breast_curtain,乳房幕布
hitachi_magic_wand,日立魔杖按摩器
holstered,帶槍套
buck_teeth,齙牙
variations,多樣性
alley,小巷
anti-materiel_rifle,反器材步槍
puffy_shorts,蓬鬆短褲
barrel,木桶
head_on_pillow,頭枕在枕頭上
cherry_blossom_print,櫻花圖案
helm,頭盔
blue_sash,藍色腰帶
two-sided_jacket,雙面夾克
crotch_plate,襠部護板
pink_pupils,粉紅色瞳孔
plaid_necktie,格子圖案領帶
kappougi,園藝服
tripping,絆倒
multicolored_legwear,多色腿部飾品
hair_through_headwear,頭髮穿過頭飾
orange_scarf,橙色圍巾
backless_leotard,露背緊身衣
cheek_poking,戳臉頰
holly,冬青
multicolored_gloves,多色手套
holding_swim_ring,拿著泳圈
multiple_condoms,多個避孕套
refrigerator,冰箱
pearl_(gemstone),珍珠（寶石）
loose_clothes,寬鬆的衣服
horned_helmet,有角頭盔
mechanical_tail,機械尾巴
rubble,瓦礫
tokusatsu,特攝
hooves,蹄子
mini-hakkero,迷你八卦爐
veranda,陽臺
stomach_cutout,腹部鏤空
naked_sheet,裸體床單
prehensile_hair,可抓取的頭髮
cropped_shoulders,裁剪肩膀
skull_print,骷髏印花
crotch_rub,摩擦襠部
seigaiha,青海波
chaps,馬褲
whisk,打蛋器
bird_on_hand,鳥在手上
poke_ball_print,寶貝球印花
black_male_underwear,男性黑色內衣
traffic_light,紅綠燈
roller_skates,輪滑鞋
patchwork_skin,拼接皮膚
happy_tears,開心的淚水
energy_ball,能量球
leaning_on_object,靠在物體上
faucet,水龍頭
stripper_pole,脫衣舞鋼管
emoji,表情符號
ritual_baton,儀式笏
octarian,八爪魚族
nijigasaki_academy_school_uniform,虹咲學園校服
prostitution,賣淫
setsubun,節分
column_lineup,列隊排版
clothed_female_nude_female,穿衣女性裸露女性
wrestling,摔跤
tape_gag,膠帶封嘴
st._gloriana's_military_uniform,聖榮耀女校的軍服
constellation_print,星座圖案
ovum,卵子
watering_can,噴壺
leg_belt,腿帶
floating_clothes,飄浮的衣服
see-through_skirt,透視裙
black_pubic_hair,黑色陰毛
sports_bikini,運動比基尼
tracen_training_uniform,賽馬娘訓練服
between_thighs,大腿間
blue_eyeshadow,藍色眼影
handsfree_ejaculation,無接觸射精
puckered_anus,收縮的肛門
star_necklace,星星項鍊
fine_fabric_emphasis,精細面料強調
open_pants,褲子拉鍊沒拉上
beckoning,招手
fishnet_top,漁網上衣
cum_on_penis,精液在陰莖上
hikimayu,引眉
inverted_bob,反向鮑勃頭
identity_censor,身份遮擋
drop_earrings,垂墜耳環
birthmark,出生記
squirrel,松鼠
multicolored_bikini,多彩比基尼
barcode_tattoo,條碼紋身
sleeve_garter,袖帶
veiny_breasts,可見靜脈的乳房
heart_o-ring,心形o環
pink_vest,粉紅色背心
two-tone_ribbon,雙色緞帶
bear_hair_ornament,熊形發飾
chest_strap,胸帶
kalashnikov_rifle,卡拉什尼科夫步槍
face_to_breasts,臉靠胸部
bowl_hat,碗帽
69,69
tight_shirt,緊身襯衫
brown_necktie,棕色領帶
whipped_cream,打發奶油
spoken_sweatdrop,語言汗滴
failure,失敗
pencil_dress,鉛筆裙
scepter,權杖
crazy_smile,瘋狂笑容
gold_hairband,金色發帶
shared_umbrella,共用雨傘
yellow_hoodie,黃色衛衣
spider_girl,蜘蛛女孩
condom_packet_strip,安全套連包帶
eye_focus,眼睛特寫
different_reflection,不同的反射
white_bag,白色包
red-tinted_eyewear,紅色染色眼鏡
deviantart_username,DeviantArt用戶名
eyebrow_cut,眉毛切割
animal_ear_headwear,動物耳頭飾
collared_coat,有衣領的大衣
volleyball_uniform,排球制服
budget_sarashi,小尺寸纏胸布
goat_ears,山羊耳朵
anzio_school_uniform,安齊奧高中校服
collared_cape,有領披肩
breasts_on_glass,胸部壓在玻璃上
sports_car,跑車
swing,秋千
grey_scarf,灰色圍巾
cuddling,擁抱
grey_border,灰色邊框
single_hair_ring,單發環
birdcage,鳥籠
yellow_thighhighs,黃色長筒襪
railroad_tracks,鐵軌
pond,池塘
two-handed,雙手
cloud_print,雲彩印花
green_sleeves,綠色袖子
yellow_bra,黃色胸罩
rainbow_order,彩虹順序
hammer_and_sickle,鐵錘鐮刀
spider,蜘蛛
orange_fur,橙色毛皮
lion,獅子
window_blinds,百葉窗
symmetry,對稱
teasing,挑逗
chasing,追趕
cabinet,櫥櫃
gate,大門
fish_hair_ornament,魚形發飾
poncho,斗篷
dixie_cup_hat,迪克西杯帽
chandelier,吊燈
leopard_ears,豹耳
bomb,炸彈
tankini,坦基尼
purple_gemstone,紫色寶石
futanari_masturbation,ふたなり自慰
warship,軍艦
bondage_outfit,束縛裝
cousins,表兄妹
scar_on_neck,頸部疤痕
lip_piercing,唇穿孔
checkered_kimono,格子圖案和服
clover_print,三葉草圖案
magical_musket,魔法槍
beamed_sixteenth_notes,連線十六分音符
board_game,棋盤遊戲
thrusters,推進器
ushanka,耳罩帽
lycoris_uniform,彼岸花制服
holding_game_controller,手持遊戲控制器
untucked_shirt,襯衫未塞
after_paizuri,乳交後
pink_socks,粉色襪子
black_buruma,黑色運動短褲
mars_symbol,火星符號
office,辦公室
visible_air,可見空氣
winged_helmet,翅膀頭盔
greatsword,巨劍
tickling,撓癢
skull_earrings,骷髏耳環
sideways,側向
pixiv_id,pixiv_id
train_station,火車站
multicolored_fur,多色毛皮
stuck,卡住
fishing,釣魚
side-tie_leotard,側系帶緊身衣
neon_lights,霓虹燈
party_hat,派對帽
blue_horns,藍色的角
green_apron,綠色圍裙
gusset,襯料
park_bench,公園長椅
wooden_wall,木牆
union_jack,聯合傑克
if_they_mated,如果他們交配
brushing_hair,梳頭發
fff_threesome,三女互動
eyebrow_piercing,眉穿孔
head_bump,頭撞包
gold_necklace,金項鍊
mouth_veil,口紗
bird_legs,鳥腿
polka_dot_dress,波點裙
squid,魷魚
twincest,孿生亂倫
puffy_pants,蓬鬆的褲子
tarot,塔羅牌
plaid_headwear,格子圖案頭飾
space_helmet,太空頭盔
white_tail,白色尾巴
tube,管
dominatrix,女王
doyagao,得意臉
pole_dancing,鋼管舞
brown_hairband,棕色發帶
blood_from_eyes,眼睛流血
fiery_hair,火焰頭髮
sidepec,胸肋側露
strawberry_print,草莓印花
projected_inset,投影插圖
selfcest,自戀戀
red_fur,紅色皮毛
beam_rifle,光束步槍
tissue,紙巾
leather_belt,皮帶
butler,男管家
destruction,破壞
implied_futanari,暗示扶她
green_halo,綠色光環
bad_proportions,比例不對
choko_(cup),盃 (杯子)
ink,墨水
menu,菜單
pokemon_on_head,頭上的寶可夢
groin_tendon,腹股溝肌腱
marker,記號筆
claw_ring,爪形戒指
you're_doing_it_wrong,你做錯了
artificial_vagina,人造陰道
hairdressing,美髮
dyed_bangs,染色劉海
sanshoku_dango,三色團子
air_conditioner,空調
super_robot,超級機器人
two-tone_eyes,兩色眼
gatling_gun,加特林機槍
wrinkled_skin,皺紋皮膚
fake_antlers,假鹿角
frilled_cuffs,荷葉邊袖口
scissor_blade_(kill_la_kill),殺戮都市_剪刀劍
two-tone_bowtie,雙色領結
baseball_uniform,棒球制服
bat_ears,蝙蝠耳朵
morning,早晨
guitar_case,吉他箱
palm_leaf,棕櫚葉
through_clothes,隔著衣服
pink_blood,粉色血液
single_gauntlet,單個護手
mimikaki,耳勺
taut_dress,緊身裙
holding_brush,拿著刷子
harvin,哈文
aqua_theme,水綠主題
monkey,猴子
color_connection,顏色連接
against_tree,靠著樹
black_halo,黑色光環
suppressor,消音器
checkered_necktie,格子領帶
on_bench,在長椅上
upturned_eyes,上轉的眼睛
three-dimensional_maneuver_gear,立體機動裝置
bowl_cut,西瓜太郎
tangzhuang,唐裝
jack-o'_challenge,jack-o_挑戰
cropped_vest,短背心
e.g.o_(project_moon),E.G.O（project moon）
beach_chair,沙灘椅
pussy_juice_puddle,陰液積水
utility_belt,工具腰帶
bear_girl,熊女孩
white_serafuku,白色水手服
fur-trimmed_cloak,毛皮裝飾斗篷
straitjacket,約束衣
electrokinesis,控電能力
m4_carbine,M4卡賓槍
window_shade,窗簾
fangs_out,露出雙牙
blue_headband,藍色頭箍
gold_bracelet,金手鐲
hair_brush,梳子
pink_coat,粉色外套
black_undershirt,黑色內衣
incoming_attack,即將攻擊
stiletto_heels,細高跟鞋
wheel,輪子
poke_ball_symbol,精靈球符號
pink_fur,粉色毛皮
cum_on_legs,精液在腿上
yellow_wings,黃色翅膀
shortstack,矮壯
polka_dot_bra,波點胸罩
holding_baseball_bat,拿著棒球棒
hand_on_eyewear,手放在眼鏡上
notepad,筆記本
fertilization,受精
tennis_racket,網球拍
naked_cape,裸體斗篷
orange_thighhighs,橙色及膝襪
akeome,akeome
plaid_background,格子背景
sitting_in_tree,坐在樹上
thigh_cutout,大腿開口
pointer,指揮棒
health_bar,血條
fish_girl,魚女孩
head_between_breasts,頭在乳房之間
knees_apart_feet_together,雙膝分開雙腳併攏
ankle_lace-up,腳踝間綁帶
fake_wings,假翅膀
open_bra,解開的胸罩
ribbon-trimmed_clothes,緞帶邊衣服
polo_shirt,POLO衫
blue_bag,藍色的包
soap,肥皂
purple_belt,紫色腰帶
leg_hold,抬腿
wooden_table,木桌
used_tissue,用過的紙巾
lipstick_tube,口紅管
missile,導彈
x-shaped_pupils,X形瞳孔
tegaki,手繪
strap-on,系帶式假陽具
red_bandana,紅色頭巾
spoken_character,說話角色
pain,疼痛
hand_on_another's_stomach,手放在他人腹部
looking_at_mirror,看著鏡子
halloween_bucket,萬聖節糖果桶
shallow_water,淺水
tulip,鬱金香
nail_art,美甲
in_bucket,在桶裡
crossbow,弩
fake_facial_hair,假鬍鬚
blue_collar,藍色衣領
spring_(season),春季
dolphin,海豚
autobot,汽車人
flustered,慌亂
gorget,襯領
white_veil,白色面紗
clothed_masturbation,穿著衣物自慰
belt_bra,皮帶胸罩
yellow_armband,黃色臂章
surprise_kiss,驚喜之吻
holding_leaf,拿著葉子
excessive_cum,過量精液
cockpit,駕駛艙
mace,釘頭錘
flower_ornament,花飾
full_nelson,全尼爾森
pale_color,淺色
vocaloid_append,擴展版
drill,鑽頭
german_clothes,德國服裝
blueberry,藍莓
in_food,在食物中
fur-trimmed_skirt,毛皮飾邊裙
shoulder_boards,肩章
age_progression,年齡進化
flame_print,火焰紋
cupless_bra,無杯胸罩
fish_(food),魚類(食品)
perineum,會陰
spitting,吐痰
steering_wheel,方向盤
blowing_kiss,吹吻
holding_shoes,拿著鞋
hooded_sweater,連帽毛衣
arm_wrap,胳膊纏帶
:x,:x
x_x,x_x
multicolored_shirt,多色襯衫
cooking_pot,烹飪鍋
chocolate_bar,巧克力塊
title,標題
viera,維艾拉
pillbox_hat,無簷小圓帽
circle_cut,圓圈裁剪
penis_out,陽物外露
brown_socks,棕色襪子
unconscious,失去知覺
breasts_on_head,頭靠胸部
single_fingerless_glove,單個無指手套
red_cross,紅十字
yellow_horns,黃色的角
plaid_pants,格子褲
tanabata,七夕
holding_helmet,拿著頭盔
skyline,天際線
claw_(weapon),爪刀(武器)
circle_name,圈子名稱
yellow_belt,黃帶
pink_sailor_collar,粉色水手領
homurahara_academy_school_uniform,穗群原學園校服
goblin,哥布林
spear_the_gungnir,長矛岡格尼爾
staff_(music),五線譜
red_hood,紅色斗篷
grey_sleeves,灰色袖子
stuffed_shark,填充鯊魚
pocky_kiss,百奇親吻
futa_with_futa,性轉與性轉
veiny_arms,靜脈明顯的手臂
stationary_restraints,固定束縛
camellia,山茶花
unworn_bikini_top,未穿的比基尼上裝
against_railing,靠在欄杆上
pyrokinesis,心靈控火
body_hair,體毛
chocolate_on_body,巧克力覆蓋身體
striped_gloves,條紋手套
truck,卡車
pectoral_grab,抓胸肌
spine,脊柱
redesign,重新設計
omurice,蛋包飯
2024,2024年
hair_ears,發飾耳朵
shower_(place),淋浴間
alternate_skin_color,變異膚色
bow_earrings,蝴蝶結耳環
no_wings,無翅膀
fur-trimmed_kimono,毛皮鑲邊和服
very_long_fingernails,非常長的指甲
cropped_hoodie,短款連帽衫
bandaid_on_hand,手上的創可貼
onee-loli,姐妹蘿莉
biker_clothes,騎行服
doughnut_hair_bun,甜甜圈髮髻
wooden_sword,木劍
sticker_on_face,臉上貼紙
reach-around,掏身
pink_pajamas,粉色睡衣
wooden_fence,木制圍欄
mixed_media,混合媒體
green-framed_eyewear,綠色鏡框眼鏡
bandaged_neck,綁著繃帶的脖子
pacifier,奶嘴
baguette,法棍
rabbit_house_uniform,兔子屋制服
chart,圖表
striped_kimono,條紋和服
crescent_facial_mark,新月面紋
poker_chip,賭場籌碼
heart_balloon,心形氣球
x,X形
magnifying_glass,放大鏡
mahjong,麻將
blue_cloak,藍色斗篷
stitched_face,縫合面部
inflation,脹氣
wisteria,紫藤
sparse_pubic_hair,稀疏陰毛
on_person,在人身上
shared_food,分享食物
hand_on_another's_waist,手放在別人的腰上
orange_slice,柳丁片
behind_another,在另一個角色後面
old_woman,老婦女
yagasuri,矢絣
overgrown,植被叢生
sweatpants,運動褲
shoulder_strap,肩帶
rotational_symmetry,旋轉對稱
drying,乾燥
checkerboard_cookie,棋盤餅乾
sitting_on_stairs,坐在樓梯上
eyewear_on_headwear,頭戴眼鏡
kusazuri,草摺
large_insertion,大插入
hagoita,羽子板
sunburst_background,陽光輻射背景
cowboy_western,牛仔西部
pink_collar,粉色領子
brown_horns,棕色的角
fallen_down,摔倒
grabbing_another's_chin,抓住另一個的下巴
spirit,精靈
bowing,鞠躬
slap_mark,扇巴掌印
respirator,口罩
unworn_boots,未穿的靴子
torpedo_tubes,魚雷發射管
spanking,打屁股
ramune,拉姆內
sidesaddle,側坐
ribbon_bondage,綢帶捆綁
male_playboy_bunny,男性花花公子兔耳裝
plant_girl,植物少女
column,柱
excessive_pubic_hair,過度陰毛
bow_(music),琴弓（音樂）
timestamp,時間戳記
fighter_jet,戰鬥機
thigh_belt,大腿帶
buttjob,臀部摩擦
bulletproof_vest,防彈背心
black_theme,黑色主題
shoelaces,鞋帶
nipple_bar,乳環杆
kibito_high_school_uniform,Kibito高中制服
tail_censor,尾部遮罩
screen,螢幕
purple_capelet,紫色短斗篷
yellow_bag,黃色的包
instagram_username,Instagram用戶名
3others,三個其他
index_fingers_together,食指相碰
pavement,路面
furrification,擬獸化
mismatched_pubic_hair,陰毛與頭髮不匹配
bodice,緊身胸衣
nike_(company),耐克公司
neck,脖子
pink_eyeshadow,粉色眼影
open_window,打開窗戶
palette_(object),調色板 (物品)
holding_pillow,抱枕
treasure_chest,寶箱
dress_tug,拉裙擺
blue_sclera,藍色鞏膜
breast_smother,胸部窒息
eagle,鷹
imminent_fellatio,即將口交
messy,混亂
pink_belt,粉色腰帶
reindeer_costume,馴鹿服裝
simplified_chinese_text,簡體中文文本
ribbon-trimmed_collar,緞帶裝飾的衣領
pet_play,寵物遊戲
multiple_braids,多條辮子
hakama_pants,袴褲
caution_tape,警示帶
caressing_testicles,撫摸睾丸
snap-fit_buckle,插扣
in_the_face,擊中臉部
chef,廚師
head_on_another's_shoulder,頭靠在別人肩上
pink_one-piece_swimsuit,粉色連體泳衣
gold_armor,金色盔甲
desk_lamp,檯燈
magatama_earrings,勾玉耳環
stadium,體育場
hand_on_another's_neck,一隻手放在別人的脖子上
holding_balloon,拿著氣球
brown-framed_eyewear,棕色框眼鏡
blue-tinted_eyewear,藍色染色眼鏡
scarlet_devil_mansion,緋紅惡魔館
moon_(ornament),月亮裝飾
buttoned_cuffs,縫有紐扣的袖口
graveyard,墓地
cow_boy,牛男孩
tree_stump,樹樁
freediving,自由潛水
torn,撕裂
psychic,超能力
lounge_chair,躺椅
dinosaur,恐龍
spiked_tail,帶刺的尾巴
hair_in_own_mouth,自己頭髮含在嘴裡
micro_panties,超小內褲
viewer_holding_leash,觀眾握住皮帶
banknote,紙幣
wiping_tears,擦眼淚
stone_floor,石地板
mechanical_pencil,自動鉛筆
priest,牧師
purple_eyeshadow,紫色眼影
yellow_sash,黃色腰帶
penis_size_difference,陰莖大小差異
palms,手掌
sword_over_shoulder,劍扛在肩上
dowsing_rod,探測棒
impaled,刺穿
hanging,懸吊
love_letter,情書
garden,花園
painting_(action),繪畫(動作)
cotton_candy,棉花糖
partially_underwater_shot,半浸水鏡頭
holding_scissors,拿著剪刀
triforce,三角力量
carrying_under_arm,腋下攜帶
incoming_food,遞食物
tail_wrap,尾巴纏繞
brown_cloak,棕色斗篷
flip_phone,翻蓋手機
cum_on_hands,精液在手上
cucumber,黃瓜
body_freckles,全身雀斑
utaite,翻唱歌手
overcast,陰天
rainbow_gradient,彩虹漸變
chibi_only,只有Q版
sitting_on_object,坐在物體上
pussy_piercing,陰部穿孔
crosswalk,人行橫道
light_areolae,淡色乳暈
._.,點眼
hickey,吻痕
ace_(playing_card),牌A
confession,表白
kettle,水壺
multicolored_bow,多色蝴蝶結
heart_tail,心形尾巴
mole_on_ass,屁股上的痣
romper,連體褲
diamond_cutout,鑽石切口
kuromorimine_school_uniform,黑森峰學園校服
role_reversal,角色互換
naginata,長刀
large_testicles,大睾丸
single_strap,單肩帶
shinsengumi,新選組
kissing_forehead,親吻額頭
bendy_straw,彎曲吸管
single_pantsleg,單條褲腿
large_wings,大翅膀
bird_on_shoulder,肩上有鳥
cat_teaser,逗貓棒
prosthetic_leg,義肢
yasogami_school_uniform,八十神高校校服
stove,爐灶
lotion_bottle,乳液瓶
gold_bikini,金色比基尼
cheering,加油
grey_belt,灰色腰帶
mascot,吉祥物
black_garter_straps,黑色吊襪帶
undone_necktie,解開的領帶
orange_sailor_collar,橙色水手領
ankle_strap,腳踝綁帶
holding_needle,拿著針
opening_door,打開門
heel_up,腳跟抬起
triangle_earrings,三角形耳環
talking_on_phone,打電話
fireflies,螢火蟲
bow_choker,蝴蝶結頸帶
striped_shorts,條紋短褲
platform_heels,厚底高跟鞋
delinquent,不良少年
ribbed_sleeves,羅紋袖
animal_hug,擁抱動物
severed_head,斷頭
dress_flower,裙花
animal_bag,動物包
rabbit_boy,兔子男孩
horns_through_headwear,穿過頭飾的角
mechanical_hands,機械手
green_flower,綠色花
helicopter,直升機
baseball_mitt,棒球手套
disgust,厭惡
pie,派
embellished_costume,裝飾服裝
thighhighs_pull,拉高筒襪
japanese_flag,日本國旗
radio,收音機
6+others,六人以上其他
hooded_robe,連帽長袍
group_picture,團體照
intravenous_drip,靜脈滴注
boned_meat,帶骨肉
german_text,德語文本
screentones,網點
purple-tinted_eyewear,紫色著色眼鏡
venus_symbol,金星符號
countdown,倒計時
yellow_pants,黃色褲子
purple_fur,紫色毛皮
straddling_paizuri,騎跨乳交
unusually_open_eyes,罕見睜眼
heart_button,心形按鈕
lube,潤滑油
shiba_inu,柴犬
sunflower_hair_ornament,向日葵發飾
invisible_penis,隱形陰莖
hawaiian_shirt,夏威夷襯衫
ammunition_pouch,彈藥包
plate_armor,板甲
lettuce,生菜
video_game,電子遊戲
potion,魔藥
centaur,半人馬
bruise_on_face,臉上的淤青
sleeveless_turtleneck_leotard,無袖高領緊身衣
39,39
plaid_jacket,格子夾克
lace-trimmed_sleeves,蕾絲鑲邊袖
lizard_tail,蜥蜴尾巴
orange_neckerchief,橙色圍巾
stroking_own_chin,摸下巴
multicolored_horns,多彩的角
oral_invitation,口交邀請
pointless_condom,無用避孕套
grid_background,網格背景
shikigami,式神
drinking_straw_in_mouth,嘴裡有吸管
diving_suit,潛水服
dirndl,狄倫德禮服
sakuramon,櫻紋
holding_water_gun,持玩具水槍
pixiv_username,pixiv用戶名
arm_between_breasts,手臂在胸部之間
two-tone_headwear,雙色頭飾
brown_bowtie,棕色蝴蝶結
real_world_location,真實世界地點
brushing_teeth,刷牙
hand_puppet,手偶
user_interface,使用者介面
heckler_&_koch,黑克勒&科赫
whispering,耳語
gym_storeroom,體育器材室
leg_armor,腿甲
panda_ears,熊貓耳朵
spiked_shell,帶刺的貝殼
hexagon,六邊形
u.a._school_uniform,雄英高中校服
molestation,猥褻
ribbon_in_mouth,口含絲帶
frilled_shorts,荷葉邊短褲
green_bodysuit,綠色連體衣
stab,刺傷
christmas_lights,聖誕燈
mechanization,機械化
spread_pussy_under_clothes,衣服下張開的陰部
tricorne,三角帽
fortissimo,特強音
handkerchief,手帕
spiked_club,釘棍棒
yes-no_pillow,是-否枕頭
cloth_gag,布勒口
cleaning,清潔
harem_pants,燈籠褲
takoyaki,章魚燒
fake_mustache,假鬍子
shirt_in_mouth,襯衫在嘴裡
wheelchair,輪椅
expressive_hair,表情頭髮
tablecloth,桌布
in-franchise_crossover,較系列交叉
naked_kimono,真空和服
yes,是的
vibrator_under_panties,內褲下的震動棒
purple_tail,紫色尾巴
leather_gloves,皮手套
juice,果汁
sleeveless_hoodie,無袖連帽衫
naked_hoodie,裸奔帶帽衫
multicolored_coat,多色外套
team_rocket_uniform,火箭隊制服
stone_lantern,石燈籠
tribal,部落
colored_shoe_soles,有色鞋底
neck_fur,頸部毛皮
earth_(ornament),地球裝飾
bow_legwear,蝴蝶結裝飾腿部衣物
gym,健身房
sparkler,仙女棒
light_blue_background,淺藍色背景
berry,漿果
mustache_stubble,嘴唇胡渣
3d_background,3D背景
greco-roman_clothes,古希臘和羅馬服飾
butterfly_on_hand,手上的蝴蝶
raised_fist,舉起拳頭
turtleneck_leotard,高領緊身連體衣
bolo_tie,牛仔領帶
stone_wall,石牆
breathing_fire,吐火
gradient_clothes,漸變衣服
blank_censor,空白打碼
blue_feathers,藍色羽毛
laser,鐳射
cupping_hands,把手捧成杯
horse_penis,馬的陰莖
sleep_mask,睡眠眼罩
halberd,戟
unworn_bag,未穿戴包
hakurei_reimu_(cosplay),博麗靈夢（角色扮演）
ass_cutout,臀部鏤空
latex_gloves,乳膠手套
back_focus,背部特寫
hands_on_another's_cheeks,雙手捧臉
bath_yukata,浴衣
year_of_the_dragon,龍年
santa_boots,聖誕靴
bear_print,熊印花
globe,地球儀
jersey,運動衫
sakugawa_school_uniform,阪川中學制服
gold_choker,金項圈
open_robe,敞開的長袍
log,圓木
drawing_bow,拉弓
sheet_music,樂譜
multiple_piercings,多個穿洞
icho_private_high_school_uniform,私立一蝶高中的校服
ginkgo_leaf,銀杏葉
suspended_congress,懸吊交合
chainmail,鎖子甲
2014,2014
object_through_head,頭部穿孔
power_suit,動力裝甲
scar_on_stomach,腹部疤痕
strongman_waist,強壯腰圍
makizushi,卷壽司
loose_bowtie,松領結
forehead-to-forehead,額頭對額頭
pink_wings,粉色翅膀
cooperative_paizuri,協同乳交
inset,嵌入圖
arm_blade,手臂刀
blue_tongue,藍色舌頭
blue_pupils,藍色瞳孔
grey_bikini,灰色比基尼
tropical_fish,熱帶魚
cat_on_head,頭上有貓
unworn_sandals,未穿的涼鞋
yellow_coat,黃色外套
white_armor,白色盔甲
forked_tongue,分叉舌頭
skateboard,滑板
eyewear_strap,眼鏡帶
a_certain_high_school_uniform,某高中的校服
bamboo_broom,竹柄掃帚
transparent_wings,透明翅膀
print_bra,印花文胸
pentacle,五芒星護符
mixing_bowl,攪拌碗
falling_feathers,落下的羽毛
gun_sling,槍背帶
shimaidon_(sex),姐妹丼 (性)
humiliation,羞辱
blue_armor,藍色盔甲
pink_pantyhose,粉紅色褲襪
purple_horns,紫色的角
kigurumi,著ぐるみ
pointy_nose,尖鼻子
happi,happi
master_sword,大師之劍
tent,帳篷
lily_of_the_valley,鈴蘭
h&k_hk416,黑卡HK416
phoenix_crown,鳳冠
duffel_coat,達夫爾大衣
artificial_eye,人工眼睛
pants_rolled_up,褲腳卷起
unworn_gloves,未佩戴的手套
short_jumpsuit,短連體衣
no_lineart,無線稿
hand_on_own_shoulder,手放在自己肩上
cum_on_feet,腳上的精液
grey_ribbon,灰色絲帶
blonde_pubic_hair,金色陰毛
origami,折紙
sorcerer's_sutra_scroll,巫師經卷
phonograph,留聲機
anilingus,舔肛
ketchup,番茄醬
volleyball_(object),排球（物體）
fireplace,壁爐
full-body_tattoo,全身紋身
guiding_hand,引導之手
deerstalker,獵鹿帽
red_apron,紅圍裙
large_hands,大手
striped_headwear,條紋帽子
star_facial_mark,星形面部標記
hair_flowing_over,披在物體上的頭髮
holographic_interface,全息介面
broken_chain,斷裂的鏈條
grey_sports_bra,灰色運動文胸
orange_pants,橙色褲子
digitigrade,趾行類
goat_girl,山羊女孩
tulip_hat,鬱金香帽
crane_(machine),起重機
sex_machine,性愛機器
kitchen_knife,廚房刀
untying,解開
blunt_tresses,平直發束
bishamonten's_pagoda,毗沙門天的寶塔
gamepad,遊戲手柄
crystal_hair,水晶發
orange_pantyhose,橙色連褲襪
ajirogasa,編笠
off-shoulder_bikini,露肩比基尼
aqua_headwear,水藍頭飾
wrist_guards,護腕
grey_bra,灰色胸罩
through_wall,穿牆
arched_bangs,弧形劉海
curtsey,屈膝禮
load_bearing_vest,承重背心
tempura,天婦羅
ballerina,芭蕾舞女演員
tail_grab,抓尾巴
broken_halo,破碎的光環
full-length_zipper,全長拉鍊
okamisty,おかみすちー
truth,真相
voyeurism,偷窺
novel_cover,小說封面
undressing_another,脫別人衣服
cross_print,十字印
mechanical_ears,機械耳朵
tiered_tray,分層託盤
inverted_cross,倒十字架
brown_wings,棕色翅膀
masturbation_through_clothes,隔衣自慰
wiping_face,擦臉
black_garter_belt,黑色吊襪帶
tail_piercing,尾巴穿孔
alternate_weapon,替代武器
leopard_tail,豹尾
pokemon_on_shoulder,肩膀上的寶可夢
shin_guards,護腿
shards,碎片
runes,符文
purple_one-piece_swimsuit,紫色連體泳衣
deer,鹿
battle_axe,戰斧
picnic_basket,野餐籃
green_capelet,綠色斗篷
holding_fishing_rod,持釣竿
dust_cloud,沙塵雲
park,公園
snorkel,呼吸管
ryona,猟奇自慰
grey_halo,灰色光環
two-tone_footwear,兩色鞋
walkie-talkie,對講機
debt,債務
overcoat,長大衣
no_eyebrows,沒有眉毛
gem_(symbol),寶石_(符號)
club_(shape),梅花形狀
fingering_through_clothes,隔著衣物撫摸
dark_penis,暗色陰莖
hands_on_feet,手放在腳上
dakimakura_(object),抱枕_(物體)
